id,question,multiSelect,optionA,optionB,optionC,optionD,optionE,optionF,correctAnswers,times,domain
769,A company wants to automatically migrate their physical on-premises servers to Amazon EC2 with minimal downtime using agent-based continuous block-level replication. Which service provides this?,False,AWS Database Migration Service,AWS DataSync,AWS Application Migration Service (MGN),AWS Snowball,,,C,1,Cloud Technology and Services
770,"Which AWS service provides a managed message broker service compatible with JMS (Java Message Service) and other messaging protocols, making it easy to migrate existing enterprise messaging applications to the cloud?",False,Amazon SQS,Amazon SNS,Amazon MQ,Amazon Kinesis Data Streams,,,C,1,Cloud Technology and Services
771,"A company wants to implement automated infrastructure compliance — for example, ensuring that every newly created S3 bucket has server-side encryption enabled and no public access. Which AWS service can detect and automatically remediate non-compliant resources?",False,AWS CloudTrail,Amazon GuardDuty,AWS Config with auto-remediation actions,AWS Trusted Advisor,,,C,1,Security and Compliance
772,A company has a workload that is critical and runs 24/7 but needs the flexibility to change instance sizes as their requirements evolve over a 3-year period. Which purchase option provides the BEST balance of cost savings and flexibility?,False,On-Demand Instances,Standard Reserved Instances (3-year),Convertible Reserved Instances (3-year),Spot Instances,,,C,1,Cloud Technology and Services
773,Which of the following BEST describes how AWS charges for Amazon CloudFront?,False,A flat monthly fee per CloudFront distribution,"Charges based on data transfer out from edge locations, number of HTTP/HTTPS requests, and optional features like WAF or field-level encryption",Free when the origin is Amazon S3,"Charges only for cache misses, not cache hits",,,B,1,Security and Compliance
774,A company wants to implement a process where unused Savings Plans commitments are flagged weekly and the team reviews whether workloads need to be adjusted. Which AWS tool shows Savings Plans utilization?,False,AWS Budgets,AWS Cost Explorer Savings Plans utilization report,AWS Pricing Calculator,AWS Trusted Advisor,,,B,1,"Billing, Pricing, and Support"
775,A company's development team frequently creates EC2 instances for testing but often forgets to delete them. Which approach BEST automates cleanup to reduce costs?,False,Manually audit the account each month,Use AWS Instance Scheduler to automatically stop instances after business hours and set up Budgets alerts for unexpected EC2 spend,Purchase Reserved Instances for dev instances to reduce their cost,Move all dev workloads to production accounts,,,B,1,Security and Compliance
776,Which of the following is TRUE about how AWS handles data transfer between Amazon EC2 and Amazon RDS in the same Availability Zone?,False,Charged at $0.01 per GB,Free — data transfer between EC2 and RDS in the same AZ using private IPs is free,Charged at the standard inter-service rate,Free only if using the same security group,,,B,1,Security and Compliance
777,A company wants to forecast their AWS costs for the next 3 months to plan their budget. Which AWS Cost Explorer feature provides this?,False,Cost Explorer Reserved Instance recommendations,Cost Explorer forecasting based on historical usage trends,AWS Budgets forecast alerts,AWS Pricing Calculator multi-month projections,,,B,1,"Billing, Pricing, and Support"
778,"Which of the following is an accurate statement about how AWS Trusted Advisor's ""Service Limits"" category works?",False,It prevents you from exceeding service limits automatically,It monitors your usage of key AWS service quotas and alerts you when approaching limits (typically at 80% usage),It automatically requests limit increases when you approach them,It only checks EC2 and S3 limits,,,B,1,Cloud Technology and Services
779,A company wants to be notified within 1 hour when any AWS service they use experiences a service disruption that may affect their workloads. Which AWS service provides this personalized notification?,False,"AWS Service Health Dashboard (public, shows all customers)",AWS Personal Health Dashboard (AWS Health) with EventBridge notification rules,Amazon CloudWatch service health metrics,AWS Trusted Advisor health checks,,,B,1,Cloud Technology and Services
780,"Which of the following BEST describes the ""AWS Activate for Startups"" program?",False,A program that provides Reserved Instance discounts for early-stage companies,"A program offering AWS credits, technical support, and business resources to help startups build and scale on AWS",An AWS Support plan tier specifically designed for startup companies,A program providing free EC2 instances for companies under 2 years old,,,B,1,"Billing, Pricing, and Support"
781,A company manages 50 AWS accounts and wants a single bill while also being able to see which specific account generated which charges. Which AWS feature provides this?,False,AWS Budgets with account-level filters,Consolidated billing through AWS Organizations with per-account cost tracking in Cost Explorer,Separate invoices from AWS for each account,AWS Cost Allocation Tags applied to accounts,,,B,1,"Billing, Pricing, and Support"
782,"Which of the following correctly describes the response time SLA for a ""Production System Down"" case under AWS Business Support?",False,12 business hours,4 hours,1 hour,15 minutes,,,C,1,"Billing, Pricing, and Support"
783,A company wants to reduce their AWS bill by identifying resources that were created during testing and never deleted. Which AWS service provides an automated check for idle and underutilized resources?,False,AWS Pricing Calculator,AWS Config,AWS Trusted Advisor cost optimization checks,AWS Cost and Usage Report,,,C,1,"Billing, Pricing, and Support"
